,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
370,Elfrid Payton,PG,25.0,NYK,45.0,36.0,27.7,4.3,9.8,0.439,0.3,1.5,0.203,4.0,8.2,0.48200000000000004,0.455,1.1,1.9,0.57,1.2,3.6,4.7,7.2,1.6,0.4,2.1,2.0,10.0
371,Gary Payton II,SF,27.0,WAS,29.0,17.0,14.9,1.7,4.0,0.414,0.4,1.6,0.28300000000000003,1.2,2.4,0.5,0.47,0.1,0.3,0.5,0.9,1.9,2.8,1.7,1.1,0.2,0.7,1.9,3.9
372,Norvel Pelle,C,26.0,PHI,24.0,0.0,9.7,1.0,2.0,0.521,0.0,0.0,0.0,1.0,2.0,0.532,0.521,0.3,0.6,0.5,0.8,2.2,3.0,0.3,0.1,1.3,0.8,2.3,2.4
373,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,Theo Pinson,SG,24.0,BRK,33.0,0.0,11.1,1.4,4.7,0.29,0.5,2.4,0.188,0.9,2.3,0.4,0.33899999999999997,0.5,0.5,0.938,0.3,1.3,1.6,1.7,0.5,0.1,1.0,1.1,3.6
375,Mason Plumlee,C,29.0,DEN,61.0,1.0,17.3,2.9,4.7,0.615,0.0,0.1,0.0,2.9,4.6,0.625,0.615,1.4,2.5,0.535,1.6,3.6,5.2,2.5,0.5,0.6,1.3,2.3,7.2
376,Jakob Poeltl,C,24.0,SAS,66.0,18.0,17.7,2.5,4.0,0.624,0.0,0.0,0.0,2.5,4.0,0.624,0.624,0.6,1.3,0.465,2.0,3.7,5.7,1.8,0.6,1.4,0.8,1.9,5.6
377,Vincent Poirier,C,26.0,BOS,22.0,0.0,5.9,0.8,1.6,0.47200000000000003,0.0,0.1,0.5,0.7,1.5,0.47100000000000003,0.486,0.3,0.3,0.857,0.6,1.4,2.0,0.4,0.1,0.4,0.4,1.1,1.9
378,Shamorie Ponds,PG,21.0,TOR,4.0,0.0,2.8,0.8,1.3,0.6,0.3,0.5,0.5,0.5,0.8,0.667,0.7,0.5,0.5,1.0,0.0,0.3,0.3,0.5,0.0,0.3,0.0,0.5,2.3
379,Jordan Poole,SG,20.0,GSW,57.0,14.0,22.4,2.9,8.8,0.33299999999999996,1.3,4.6,0.27899999999999997,1.6,4.2,0.392,0.406,1.7,2.1,0.7979999999999999,0.2,1.9,2.1,2.4,0.6,0.2,1.3,1.6,8.8
380,Kevin Porter Jr.,SF,19.0,CLE,50.0,3.0,23.2,3.7,8.4,0.442,1.1,3.2,0.335,2.7,5.3,0.506,0.505,1.5,2.0,0.723,0.4,2.8,3.2,2.2,0.9,0.3,1.9,2.7,10.0
381,Michael Porter Jr.,SF,21.0,DEN,55.0,8.0,16.4,3.5,7.0,0.509,1.1,2.7,0.42200000000000004,2.4,4.3,0.564,0.59,1.1,1.3,0.833,1.2,3.5,4.7,0.8,0.5,0.5,0.9,1.8,9.3
382,Otto Porter,SF,26.0,CHI,14.0,9.0,23.6,4.4,10.0,0.44299999999999995,1.7,4.4,0.387,2.7,5.6,0.48700000000000004,0.529,1.4,1.9,0.7040000000000001,0.9,2.5,3.4,1.8,1.1,0.4,0.8,2.2,11.9
383,Bobby Portis,PF,24.0,NYK,66.0,5.0,21.1,4.0,8.9,0.45,1.0,2.8,0.358,3.0,6.1,0.493,0.507,1.1,1.4,0.763,1.2,3.9,5.1,1.5,0.5,0.3,1.1,1.7,10.1
384,Kristaps Porziņģis,C,24.0,DAL,57.0,57.0,31.8,7.0,16.4,0.42700000000000005,2.5,7.1,0.35200000000000004,4.5,9.3,0.484,0.503,4.0,5.0,0.799,1.8,7.7,9.5,1.8,0.7,2.0,1.6,3.2,20.4
385,Dwight Powell,C,28.0,DAL,40.0,37.0,26.5,3.7,5.7,0.638,0.3,1.0,0.256,3.4,4.8,0.716,0.659,1.9,2.8,0.667,1.9,3.8,5.7,1.5,0.9,0.6,0.9,2.6,9.4
386,Norman Powell,SG,26.0,TOR,52.0,26.0,28.4,5.7,11.5,0.495,2.1,5.3,0.39899999999999997,3.6,6.3,0.575,0.586,2.5,2.9,0.843,0.5,3.2,3.7,1.8,1.2,0.4,1.5,2.1,16.0
387,Taurean Prince,PF,25.0,BRK,64.0,61.0,29.0,4.3,11.5,0.376,2.3,6.7,0.33899999999999997,2.1,4.8,0.429,0.475,1.1,1.4,0.7979999999999999,0.8,5.2,6.0,1.8,0.9,0.4,2.0,2.5,12.1
388,Chasson Randle,PG,26.0,GSW,3.0,0.0,13.3,0.0,1.3,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,1.7,2.0,0.833,0.0,0.7,0.7,1.7,0.7,0.0,0.0,1.0,1.7
389,Julius Randle,PF,25.0,NYK,64.0,64.0,32.5,7.2,15.7,0.46,1.0,3.6,0.27699999999999997,6.2,12.1,0.515,0.49200000000000005,4.0,5.5,0.733,2.4,7.4,9.7,3.1,0.8,0.3,3.0,2.8,19.5
390,Josh Reaves,SF,22.0,DAL,4.0,0.0,7.0,0.8,2.3,0.33299999999999996,0.0,0.5,0.0,0.8,1.8,0.429,0.33299999999999996,0.5,0.5,1.0,0.3,0.5,0.8,0.8,0.0,0.0,0.0,1.3,2.0
391,Cam Reddish,SF,20.0,ATL,58.0,34.0,26.7,3.7,9.6,0.384,1.4,4.3,0.332,2.2,5.2,0.428,0.45899999999999996,1.7,2.2,0.802,0.6,3.1,3.7,1.5,1.1,0.5,1.7,2.3,10.5
392,J.J. Redick,SG,35.0,NOP,60.0,36.0,26.4,4.8,10.5,0.45299999999999996,3.0,6.6,0.45299999999999996,1.8,3.9,0.45299999999999996,0.596,2.8,3.1,0.892,0.2,2.4,2.5,2.0,0.3,0.2,1.3,1.6,15.3
393,Naz Reid,C,20.0,MIN,30.0,11.0,16.5,3.3,8.1,0.41200000000000003,1.1,3.2,0.33,2.3,4.9,0.466,0.47700000000000004,1.2,1.8,0.698,1.1,3.0,4.1,1.2,0.6,0.7,0.7,2.8,9.0
394,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,Josh Richardson,SG,26.0,PHI,55.0,53.0,30.8,5.1,11.7,0.43,1.5,4.5,0.341,3.5,7.2,0.486,0.496,2.1,2.6,0.809,0.7,2.4,3.2,2.9,0.9,0.7,1.9,2.5,13.7
396,Austin Rivers,SG,27.0,HOU,68.0,4.0,23.4,3.1,7.4,0.42100000000000004,1.4,4.0,0.35600000000000004,1.7,3.4,0.498,0.517,1.1,1.6,0.703,0.4,2.2,2.6,1.7,0.7,0.1,0.7,1.9,8.8
397,Andre Roberson,SF,28.0,OKC,7.0,0.0,12.4,1.1,4.1,0.276,0.4,2.0,0.214,0.7,2.1,0.33299999999999996,0.32799999999999996,0.1,0.3,0.5,1.0,2.9,3.9,0.6,0.1,0.4,0.3,1.9,2.9
398,Duncan Robinson,SG,25.0,MIA,73.0,68.0,29.7,4.4,9.4,0.47,3.7,8.3,0.446,0.7,1.1,0.654,0.667,0.9,1.0,0.9309999999999999,0.1,3.0,3.2,1.4,0.5,0.3,1.0,2.6,13.5
399,Justin Robinson,PG,22.0,WAS,9.0,0.0,5.4,0.6,1.3,0.41700000000000004,0.3,0.6,0.6,0.2,0.8,0.28600000000000003,0.542,0.0,0.0,0.0,0.1,0.4,0.6,0.8,0.0,0.1,0.3,0.2,1.4
400,Mitchell Robinson,C,21.0,NYK,61.0,7.0,23.1,4.1,5.6,0.742,0.0,0.0,0.0,4.1,5.6,0.742,0.742,1.4,2.4,0.568,3.0,4.0,7.0,0.6,0.9,2.0,0.6,3.2,9.7
401,Isaiah Roby,PF,21.0,OKC,3.0,0.0,3.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.3,0.0
402,Rajon Rondo,PG,33.0,LAL,48.0,3.0,20.5,2.9,6.8,0.418,0.9,2.6,0.32799999999999996,2.0,4.2,0.473,0.48,0.6,0.9,0.659,0.5,2.5,3.0,5.0,0.8,0.0,1.9,1.2,7.1
403,Derrick Rose,PG,31.0,DET,50.0,15.0,26.0,7.4,15.1,0.49,0.9,2.9,0.306,6.5,12.1,0.535,0.52,2.4,2.8,0.871,0.5,1.9,2.4,5.6,0.8,0.3,2.5,1.0,18.1
404,Terrence Ross,SG,28.0,ORL,69.0,0.0,27.4,4.9,12.3,0.40299999999999997,2.6,7.3,0.35100000000000003,2.4,5.0,0.48,0.508,2.3,2.7,0.853,0.2,3.0,3.2,1.2,1.1,0.3,1.0,1.6,14.7
405,Terry Rozier,PG,25.0,CHO,63.0,63.0,34.3,6.3,14.9,0.423,2.7,6.7,0.40700000000000003,3.6,8.2,0.436,0.514,2.6,3.0,0.8740000000000001,0.8,3.6,4.4,4.1,1.0,0.2,2.2,2.0,18.0
406,Ricky Rubio,PG,29.0,PHO,65.0,65.0,31.0,4.4,10.6,0.415,1.2,3.3,0.361,3.2,7.3,0.439,0.47100000000000003,3.0,3.5,0.863,0.7,4.0,4.7,8.8,1.4,0.2,2.7,2.6,13.0
407,Domantas Sabonis,PF,23.0,IND,62.0,62.0,34.8,7.4,13.7,0.54,0.3,1.1,0.254,7.1,12.6,0.565,0.55,3.5,4.8,0.723,3.0,9.4,12.4,5.0,0.8,0.5,2.7,3.1,18.5
408,Luka Šamanić,PF,20.0,SAS,3.0,1.0,16.0,1.7,5.3,0.313,1.0,2.7,0.375,0.7,2.7,0.25,0.406,1.0,1.3,0.75,0.3,3.0,3.3,2.0,0.0,0.7,0.7,2.0,5.3
409,JaKarr Sampson,PF,26.0,IND,34.0,12.0,13.9,2.0,3.4,0.591,0.1,0.4,0.154,1.9,3.0,0.647,0.6,0.5,0.8,0.667,0.6,2.0,2.6,0.6,0.5,0.4,0.4,1.9,4.6
410,Dario Šarić,PF,25.0,PHO,66.0,51.0,24.7,3.9,8.2,0.47600000000000003,1.3,3.6,0.35700000000000004,2.6,4.6,0.568,0.5539999999999999,1.6,1.9,0.8440000000000001,1.5,4.6,6.2,1.9,0.6,0.2,1.3,2.4,10.7
411,Tomáš Satoranský,SG,28.0,CHI,65.0,64.0,28.9,3.6,8.5,0.43,1.0,3.1,0.322,2.7,5.4,0.491,0.488,1.6,1.9,0.8759999999999999,1.2,2.7,3.9,5.4,1.2,0.1,2.0,2.1,9.9
412,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,Admiral Schofield,PF,22.0,WAS,33.0,2.0,11.2,1.1,2.8,0.38,0.6,1.8,0.311,0.5,0.9,0.516,0.484,0.3,0.5,0.667,0.2,1.2,1.4,0.5,0.2,0.1,0.2,1.5,3.0
414,Dennis Schröder,SG,26.0,OKC,65.0,2.0,30.8,7.0,14.8,0.469,1.9,5.0,0.385,5.0,9.8,0.513,0.534,3.0,3.6,0.8390000000000001,0.3,3.3,3.6,4.0,0.7,0.2,2.6,2.2,18.9
415,Mike Scott,PF,31.0,PHI,68.0,11.0,17.8,2.2,5.1,0.426,1.2,3.2,0.369,1.0,2.0,0.519,0.54,0.4,0.5,0.8109999999999999,1.0,2.7,3.6,0.8,0.3,0.1,0.4,1.4,6.0
416,Thabo Sefolosha,PF,35.0,HOU,41.0,0.0,10.6,0.9,2.2,0.40700000000000003,0.4,1.3,0.278,0.5,0.9,0.595,0.489,0.1,0.2,0.375,0.5,1.8,2.3,0.6,0.6,0.3,0.4,1.0,2.2
417,Collin Sexton,PG,21.0,CLE,65.0,65.0,33.0,7.9,16.7,0.47200000000000003,1.5,3.9,0.38,6.4,12.8,0.501,0.517,3.5,4.1,0.846,0.9,2.2,3.1,3.0,1.0,0.1,2.4,2.2,20.8
418,Landry Shamet,SG,22.0,LAC,53.0,30.0,27.4,3.0,7.4,0.40399999999999997,2.1,5.6,0.375,0.9,1.8,0.495,0.546,1.2,1.4,0.855,0.1,1.8,1.9,1.9,0.4,0.2,0.8,2.7,9.3
419,Marial Shayok,SG,24.0,PHI,4.0,0.0,7.0,0.8,3.0,0.25,0.5,1.5,0.33299999999999996,0.3,1.5,0.16699999999999998,0.33299999999999996,0.8,1.0,0.75,0.3,1.5,1.8,0.3,0.0,0.3,0.8,1.0,2.8
420,Iman Shumpert,SF,29.0,BRK,13.0,0.0,18.5,1.6,4.9,0.32799999999999996,0.6,2.5,0.242,1.0,2.4,0.419,0.391,0.3,0.5,0.5710000000000001,0.7,1.9,2.6,0.9,0.9,0.2,0.8,1.6,4.2
421,Pascal Siakam,PF,25.0,TOR,60.0,60.0,35.2,8.3,18.4,0.45299999999999996,2.2,6.1,0.359,6.2,12.3,0.499,0.512,4.0,5.1,0.792,1.1,6.3,7.3,3.5,1.0,0.9,2.5,2.8,22.9
422,Chris Silva,PF,23.0,MIA,44.0,0.0,7.9,1.1,1.8,0.615,0.0,0.1,0.0,1.1,1.7,0.64,0.615,0.8,1.3,0.6729999999999999,1.4,1.5,2.9,0.5,0.2,0.5,0.7,1.9,3.0
423,Ben Simmons,PG,23.0,PHI,57.0,57.0,35.4,6.6,11.4,0.58,0.0,0.1,0.28600000000000003,6.5,11.2,0.583,0.581,3.2,5.2,0.621,2.0,5.8,7.8,8.0,2.1,0.6,3.5,3.3,16.4
424,Anfernee Simons,SG,20.0,POR,70.0,4.0,20.7,3.1,7.7,0.39899999999999997,1.1,3.2,0.332,2.0,4.4,0.44799999999999995,0.469,1.1,1.3,0.826,0.4,1.8,2.2,1.4,0.4,0.1,0.9,1.9,8.3
425,Alen Smailagić,C,19.0,GSW,14.0,0.0,9.9,1.4,2.9,0.5,0.2,0.9,0.231,1.2,1.9,0.63,0.5379999999999999,1.1,1.4,0.8420000000000001,0.7,1.2,1.9,0.9,0.2,0.3,0.8,1.0,4.2
426,Marcus Smart,SG,25.0,BOS,60.0,40.0,32.0,4.3,11.4,0.375,2.3,6.6,0.34700000000000003,2.0,4.8,0.415,0.47600000000000003,2.1,2.5,0.836,0.7,3.1,3.8,4.9,1.7,0.5,1.7,2.7,12.9
427,Dennis Smith Jr.,PG,22.0,NYK,34.0,3.0,15.8,2.1,6.2,0.341,0.5,1.6,0.29600000000000004,1.6,4.6,0.35700000000000004,0.379,0.8,1.6,0.509,0.6,1.7,2.3,2.9,0.8,0.2,1.7,1.9,5.5
428,Ish Smith,PG,31.0,WAS,68.0,23.0,26.3,4.5,10.1,0.447,0.9,2.5,0.36700000000000005,3.6,7.6,0.473,0.49200000000000005,0.9,1.3,0.721,0.4,2.8,3.2,4.9,0.9,0.4,1.4,1.6,10.9
429,J.R. Smith,SG,34.0,LAL,6.0,0.0,13.2,1.2,3.7,0.318,0.2,1.8,0.091,1.0,1.8,0.545,0.341,0.3,0.3,1.0,0.0,0.8,0.8,0.5,0.2,0.0,0.7,0.8,2.8
430,Zhaire Smith,SF,20.0,PHI,7.0,0.0,4.6,0.4,1.6,0.273,0.0,0.4,0.0,0.4,1.1,0.375,0.273,0.3,0.6,0.5,0.0,0.3,0.3,0.3,0.4,0.0,0.3,0.6,1.1
431,Tony Snell,SF,28.0,DET,59.0,57.0,27.8,2.9,6.5,0.445,1.7,4.3,0.402,1.2,2.2,0.531,0.579,0.5,0.5,1.0,0.2,1.7,1.9,2.2,0.5,0.3,0.5,1.7,8.0
432,Omari Spellman,C,22.0,GSW,49.0,3.0,18.1,2.6,6.0,0.431,0.9,2.2,0.391,1.7,3.8,0.45399999999999996,0.503,1.5,1.9,0.7929999999999999,1.6,2.9,4.5,1.0,0.7,0.5,1.1,1.3,7.6
433,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,Max Strus,SF,23.0,CHI,2.0,0.0,3.0,1.0,1.5,0.667,0.0,0.5,0.0,1.0,1.0,1.0,0.667,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,2.5
435,Edmond Sumner,SG,24.0,IND,31.0,3.0,14.4,2.0,4.6,0.43,0.5,1.7,0.264,1.5,2.9,0.528,0.479,0.5,0.9,0.552,0.4,1.1,1.5,1.8,0.5,0.3,0.7,1.4,4.9
436,Jayson Tatum,PF,21.0,BOS,66.0,66.0,34.3,8.4,18.6,0.45,2.9,7.1,0.40299999999999997,5.5,11.5,0.48,0.527,3.8,4.7,0.812,1.0,6.0,7.0,3.0,1.4,0.9,2.3,2.1,23.4
437,Garrett Temple,SG,33.0,BRK,62.0,35.0,27.9,3.6,9.5,0.37799999999999995,2.0,6.2,0.32899999999999996,1.5,3.2,0.473,0.486,1.1,1.4,0.805,0.5,3.0,3.5,2.5,0.8,0.5,1.0,1.7,10.3
438,Daniel Theis,C,27.0,BOS,65.0,64.0,24.1,3.7,6.6,0.5660000000000001,0.5,1.5,0.33299999999999996,3.2,5.1,0.633,0.603,1.3,1.8,0.763,2.2,4.4,6.6,1.7,0.6,1.3,0.8,3.4,9.2
439,Isaiah Thomas,PG,30.0,WAS,40.0,37.0,23.1,4.4,10.7,0.408,2.0,4.7,0.413,2.4,5.9,0.405,0.5,1.6,1.9,0.816,0.3,1.4,1.7,3.7,0.3,0.2,1.9,1.9,12.2
440,Khyri Thomas,SG,23.0,DET,8.0,0.0,7.6,0.6,2.1,0.294,0.6,1.8,0.35700000000000004,0.0,0.4,0.0,0.441,0.3,0.5,0.5,0.1,0.0,0.1,0.4,0.4,0.0,0.4,1.1,2.1
441,Lance Thomas,PF,31.0,BRK,7.0,4.0,14.0,1.1,3.3,0.348,0.6,1.9,0.308,0.6,1.4,0.4,0.435,0.6,0.6,1.0,0.3,1.6,1.9,0.9,0.0,0.0,0.9,1.6,3.4
442,Matt Thomas,SG,25.0,TOR,41.0,1.0,10.7,1.8,3.7,0.48700000000000004,1.1,2.4,0.475,0.6,1.2,0.51,0.643,0.2,0.3,0.75,0.2,1.3,1.5,0.5,0.2,0.0,0.4,0.9,4.9
443,Tristan Thompson,PF,28.0,CLE,57.0,51.0,30.2,5.1,9.9,0.512,0.2,0.4,0.391,4.9,9.5,0.518,0.52,1.7,2.8,0.615,4.0,6.2,10.1,2.1,0.6,0.9,1.8,2.2,12.0
444,Sindarius Thornwell,SF,25.0,NOP,2.0,0.0,17.5,3.0,5.5,0.545,1.0,2.0,0.5,2.0,3.5,0.5710000000000001,0.636,1.0,2.0,0.5,0.0,2.0,2.0,2.0,0.5,0.5,1.0,1.0,8.0
445,Matisse Thybulle,SG,22.0,PHI,65.0,14.0,19.8,1.7,4.1,0.423,0.9,2.4,0.35700000000000004,0.9,1.7,0.519,0.528,0.4,0.6,0.61,0.7,1.0,1.6,1.2,1.4,0.7,0.8,2.2,4.7
446,Juan Toscano-Anderson,SG,26.0,GSW,13.0,6.0,20.9,2.2,4.8,0.46,0.6,1.8,0.348,1.6,3.1,0.525,0.524,0.2,0.4,0.6,0.7,3.3,4.0,2.0,1.0,0.4,1.2,2.3,5.3
447,Karl-Anthony Towns,C,24.0,MIN,35.0,35.0,33.9,9.0,17.8,0.508,3.3,7.9,0.41200000000000003,5.8,9.9,0.586,0.6,5.1,6.5,0.7959999999999999,2.7,8.1,10.8,4.4,0.9,1.2,3.1,3.3,26.5
448,Gary Trent Jr.,SF,21.0,POR,61.0,8.0,21.8,3.2,7.2,0.444,1.8,4.4,0.418,1.4,2.8,0.486,0.5710000000000001,0.6,0.7,0.8220000000000001,0.4,1.2,1.6,1.0,0.8,0.3,0.3,1.5,8.9
449,Allonzo Trier,SG,24.0,NYK,24.0,1.0,12.1,2.1,4.4,0.48100000000000004,0.8,2.2,0.358,1.3,2.2,0.604,0.5710000000000001,1.4,1.8,0.7909999999999999,0.3,1.0,1.2,1.2,0.1,0.2,0.9,1.2,6.5
450,P.J. Tucker,PF,34.0,HOU,72.0,72.0,34.3,2.5,5.9,0.415,1.5,4.2,0.358,1.0,1.8,0.551,0.541,0.5,0.7,0.813,1.6,5.1,6.6,1.6,1.1,0.5,1.0,3.2,6.9
451,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,Rayjon Tucker,SG,22.0,UTA,20.0,0.0,8.1,1.0,2.2,0.465,0.2,0.9,0.17600000000000002,0.9,1.3,0.654,0.5,1.0,1.2,0.826,0.2,0.9,1.0,0.3,0.1,0.1,0.4,0.5,3.1
453,Evan Turner,SG,31.0,ATL,19.0,0.0,13.2,1.3,3.5,0.373,0.0,0.3,0.0,1.3,3.3,0.40299999999999997,0.373,0.6,0.7,0.857,0.4,1.6,2.0,2.0,0.5,0.4,1.4,1.1,3.3
454,Myles Turner,C,23.0,IND,62.0,62.0,29.5,4.3,9.5,0.457,1.4,4.0,0.344,2.9,5.4,0.54,0.53,2.0,2.7,0.7509999999999999,1.4,5.2,6.6,1.2,0.7,2.1,1.4,2.7,12.1
455,Jonas Valančiūnas,C,27.0,MEM,70.0,70.0,26.4,6.2,10.6,0.585,0.5,1.3,0.35200000000000004,5.7,9.3,0.617,0.606,2.1,2.9,0.74,3.0,8.2,11.3,1.9,0.4,1.1,1.8,2.6,14.9
456,Denzel Valentine,SF,26.0,CHI,36.0,5.0,13.6,2.7,6.6,0.409,1.3,3.8,0.336,1.4,2.8,0.51,0.506,0.2,0.2,0.75,0.3,1.8,2.1,1.2,0.7,0.2,0.7,1.4,6.8
457,Fred VanVleet,SG,25.0,TOR,54.0,54.0,35.7,5.9,14.3,0.413,2.7,6.9,0.39,3.2,7.4,0.434,0.507,3.1,3.7,0.848,0.3,3.4,3.8,6.6,1.9,0.3,2.2,2.4,17.6
458,Gabe Vincent,PG,23.0,MIA,9.0,0.0,9.2,0.9,4.1,0.21600000000000003,0.7,3.0,0.222,0.2,1.1,0.2,0.297,0.0,0.0,0.0,0.0,0.6,0.6,0.7,0.6,0.0,0.1,0.7,2.4
459,Nikola Vučević,C,29.0,ORL,62.0,62.0,32.2,8.0,16.7,0.47700000000000004,1.6,4.7,0.33899999999999997,6.4,12.0,0.531,0.525,2.1,2.7,0.784,2.3,8.6,10.9,3.6,0.9,0.8,1.4,2.2,19.6
460,Dean Wade,PF,23.0,CLE,12.0,0.0,5.9,0.8,1.1,0.6920000000000001,0.2,0.3,0.5,0.6,0.8,0.778,0.769,0.0,0.1,0.0,0.3,1.3,1.6,0.2,0.2,0.3,0.3,0.7,1.7
461,Moritz Wagner,C,22.0,WAS,45.0,5.0,18.6,3.2,5.9,0.545,0.6,1.8,0.313,2.7,4.1,0.645,0.5920000000000001,1.7,2.1,0.821,1.2,3.6,4.9,1.2,0.6,0.4,1.5,3.4,8.7
462,Kemba Walker,PG,29.0,BOS,56.0,56.0,31.1,6.8,15.9,0.425,3.2,8.4,0.381,3.5,7.4,0.47600000000000003,0.526,3.7,4.3,0.8640000000000001,0.6,3.2,3.9,4.8,0.9,0.5,2.1,1.6,20.4
463,Lonnie Walker,SG,21.0,SAS,61.0,12.0,16.2,2.5,5.9,0.426,0.7,1.7,0.406,1.8,4.2,0.434,0.483,0.7,1.0,0.721,0.4,1.9,2.3,1.1,0.5,0.2,0.7,1.3,6.4
